job_title,employer,city,province,min_salary,max_salary,avg_salary,sql,python,excel,tableau,power_bi
Senior Business Analysts,University of Toronto,Toronto,ON,30240.56,95627.0,62933.78,1,1,0,1,0
Financial and Operational Analysts,Kinross Gold Corporation,Toronto,ON,50000.0,76458.0,63229.0,0,0,1,0,0
Senior Supply Chain Data Analysts,Intact,MontrÃƒÂ©al,QC,68500.0,87000.0,77750.0,1,1,1,0,0
Senior Supply Chain Data Analysts,Sonora Foods Ltd,Brampton,ON,68500.0,87000.0,77750.0,0,0,1,0,0
Business and Technical Analysts,AstraNorth,Brampton,ON,64123.59,86600.0,75361.795,1,1,1,1,0
Senior Supply Chain Data Analysts,Wellington-Altus Private Wealth Inc.,Winnipeg,MB,30240.56,57200.0,43720.28,0,0,1,0,0
Business and Technical Analysts,Playground,Kahnawake,QC,30240.56,57200.0,43720.28,1,1,1,1,0
Senior Supply Chain Data Analysts,Amsterdam Brewery,Toronto,ON,68500.0,87000.0,77750.0,0,0,0,0,0
Business and Technical Analysts,Enerkem Inc.,Sherbrooke,QC,30240.56,57200.0,43720.28,0,1,0,0,0
Senior Business Intelligence Analysts,Manulife,MontrÃƒÂ©al,QC,30240.56,57200.0,43720.28,0,0,0,0,0
Senior Data Analysts,BAM Strategy,Remote,Undef,69000.0,86000.0,77500.0,1,1,1,1,0
Senior Data Analysts,Royal Bank of Canada,Bedford,NS,69000.0,86000.0,77500.0,1,1,1,0,0
Systems and Data Analysts,Clarivate,Toronto,ON,76000.0,89440.0,82720.0,1,1,0,0,0
Senior Supply Chain Data Analysts,The Salvation Army Canada and Bermuda,Remote in Toronto,ON,113343.0,113343.0,113343.0,0,0,0,0,0
Business and Marketing Analysts,ASEBP,Edmonton,AB,65000.0,87000.0,76000.0,1,0,1,0,0
Database Analysts,ABOMIS INNOVATIONS INC.,Vancouver,BC,85280.0,85280.0,85280.0,1,1,0,0,0
Systems and Data Analysts,STAR CHOICE FINANCIAL GROUP INC.,North York,ON,89440.0,89440.0,89440.0,1,1,0,0,0
Database Analysts,Avari Wireless Corporation,Burnaby,BC,77334.4,83200.0,80267.2,0,0,0,0,0
Senior Business Analysts,Alimentiv,Remote,Undef,66000.0,84500.0,75250.0,0,0,0,0,0
Business and Marketing Analysts,Ballad Consulting Group,Edmonton,AB,50000.0,60000.0,55000.0,0,0,1,1,0
Business Systems Analysts,FortisBC,Penticton,BC,30240.56,57200.0,43720.28,0,0,0,0,0
Financial and Operational Analysts,Altus Group,Halifax,NS,30240.56,57200.0,43720.28,0,0,1,0,0
Senior Business Analysts,RGA,Toronto,ON,66000.0,84500.0,75250.0,1,0,1,0,0
Senior Business Analysts,City of Calgary,Calgary,AB,94702.4,126588.8,110645.6,0,0,1,0,0
Financial and Operational Analysts,Mckeil Marine Limited,Burlington,ON,50000.0,76458.0,63229.0,0,0,1,0,0
Senior Business Intelligence Analysts,Global Variable Inc.,Hamilton,ON,93600.0,93600.0,93600.0,0,0,0,0,0
Business and Technical Analysts,Biiibo Inc.,Concord,ON,64123.59,86600.0,75361.795,0,0,1,0,0
Senior Supply Chain Data Analysts,Vancouver City Savings Credit Union,Vancouver,BC,71500.0,107300.0,89400.0,0,0,1,0,0
Business and Technical Analysts,Royal Bank of Canada,Toronto,ON,64123.59,86600.0,75361.795,1,0,0,0,0
Senior Supply Chain Data Analysts,Enbridge,Edmonton,AB,68500.0,87000.0,77750.0,1,0,0,0,0
Senior Data Analysts,Queen's University,Kingston,ON,69000.0,86000.0,77500.0,1,0,0,0,0
Business and Technical Analysts,BMO Financial Group,MontrÃƒÂ©al,QC,37500.0,69500.0,53500.0,0,0,0,0,0
Senior Data Analysts,HomeEquity Bank,Toronto,ON,69000.0,86000.0,77500.0,1,0,1,0,0
Senior Data Analysts,Shivansh Outsourcing,Toronto,ON,60000.0,85000.0,72500.0,1,0,1,0,0
Systems and Data Analysts,Scotiabank,Toronto,ON,76000.0,89440.0,82720.0,1,1,0,0,0
Senior Business Analysts,York Regional Police,Aurora,ON,101627.0,107071.0,104349.0,0,0,0,0,0
Senior Business Intelligence Analysts,Radiant Canada,Mississauga,ON,68000.0,88300.0,78150.0,1,1,1,1,0
Senior Data Analysts,American Iron and Metal,MontrÃƒÂ©al,QC,69000.0,86000.0,77500.0,0,0,1,0,0
Senior Business Analysts,Bayshore HealthCare,Mississauga,ON,66000.0,84500.0,75250.0,0,0,1,0,0
Senior Supply Chain Data Analysts,Sobeys,Stellarton,NS,83416.0,83416.0,83416.0,0,0,0,0,0
Systems and Data Analysts,Canadian Tire Corporation,Toronto,ON,30240.56,57200.0,43720.28,1,0,0,1,0
Senior Supply Chain Data Analysts,"Connor, Clark & Lunn Financial Group",Vancouver,BC,90000.0,180000.0,135000.0,0,0,1,0,0
Senior Business Intelligence Analysts,Sobeys,Mississauga,ON,68000.0,88300.0,78150.0,0,0,0,0,0
Business Systems Analysts,Siga Home Comfort Inc.,North York,ON,90001.6,90001.6,90001.6,0,0,0,0,0
Business and Marketing Analysts,T&T Supermarket,Markham,ON,65000.0,87000.0,76000.0,0,0,1,0,0
Senior Data Analysts,Intact,Toronto,ON,69000.0,86000.0,77500.0,1,1,1,0,0
Systems and Data Analysts,Alberta Cash Register POS Systems Inc,Calgary,AB,87360.0,104000.0,95680.0,0,0,0,0,0
Business and Marketing Analysts,City of Calgary,Calgary,AB,30240.56,57200.0,43720.28,0,0,0,0,0
Systems and Data Analysts,Royal Bank of Canada,Halifax,NS,76000.0,89440.0,82720.0,0,0,0,0,0
Senior Data Analysts,DM Lyons Consulting,Toronto,ON,90000.0,100000.0,95000.0,0,0,1,0,0
Database Analysts,CAA Club Group,Thornhill,ON,87360.0,87360.0,87360.0,1,0,0,1,0
Database Analysts,Burnaby Digital Media Inc,Regina,SK,85280.0,85280.0,85280.0,0,0,0,0,0
Systems and Data Analysts,Six side Logistics,Mississauga,ON,89440.0,89440.0,89440.0,0,0,0,0,0
Business Systems Analysts,tomato e-commerce Inc,Scarborough,ON,90480.0,90480.0,90480.0,1,0,0,0,0
Senior Business Analysts,"Ministry of Agriculture, Food and Agribusiness",Guelph,ON,71563.0,100052.0,85807.5,0,0,0,0,0
Financial and Operational Analysts,Longtrepreneur,Remote,Undef,40000.0,57200.0,48600.0,0,0,0,0,0
Senior Data Analysts,City of Markham,Markham,ON,77105.0,86637.0,81871.0,0,0,1,0,0
Senior Data Analysts,Intact,MontrÃƒÂ©al,QC,69000.0,86000.0,77500.0,1,1,1,0,0
Business and Marketing Analysts,Equisoft,Quebec City,QC,65000.0,87000.0,76000.0,0,0,0,0,0
Business and Marketing Analysts,Babylist,Remote,Undef,137280.0,180000.0,158640.0,1,0,1,0,0
Senior Business Intelligence Analysts,Royal Bank of Canada,Bedford,NS,68000.0,88300.0,78150.0,0,0,1,0,0
Database Analysts,Purple Maple Inc.,Calgary,AB,89440.0,89440.0,89440.0,0,0,0,0,0
Senior Supply Chain Data Analysts,Absolute Software,Remote,Undef,60000.0,65000.0,62500.0,0,0,1,0,0
Business and Technical Analysts,Enbridge,Calgary,AB,30240.56,57200.0,43720.28,0,0,0,1,0
Senior Data Analysts,GalaxE.Solutions,Toronto,ON,69000.0,86000.0,77500.0,1,1,0,0,0
Systems and Data Analysts,Canadian National Railway,Brampton,ON,76000.0,89440.0,82720.0,0,0,0,1,0
Systems and Data Analysts,JAAJ Consultancy Services Inc.,Milton,ON,100880.0,100880.0,100880.0,1,1,1,0,0
Senior Supply Chain Data Analysts,Affirm,Remote,Undef,109000.0,159000.0,134000.0,1,1,0,0,0
Senior Data Analysts,Mitsubishi Electric Sales Canada Inc.,Markham,ON,69000.0,86000.0,77500.0,0,0,1,0,0
Database Analysts,ED Tech Network Solutions Ltd.,Surrey,BC,85280.0,85280.0,85280.0,0,0,0,0,0
Business and Marketing Analysts,Roots,Toronto,ON,65000.0,87000.0,76000.0,0,0,0,0,0
Senior Business Intelligence Analysts,Bayer,Calgary,AB,68000.0,88300.0,78150.0,1,1,0,1,0
Financial and Operational Analysts,Alliance Door Products,Winnipeg,MB,50000.0,76458.0,63229.0,0,0,1,0,0
Senior Business Intelligence Analysts,Sun Life,Toronto,ON,43200.0,70800.0,57000.0,0,0,1,1,0
Business Systems Analysts,Accenture,Toronto,ON,85816.8,91520.0,88668.4,0,0,1,0,0
Senior Supply Chain Data Analysts,Air Canada,MontrÃƒÂ©al,QC,30240.56,57200.0,43720.28,1,0,0,0,0
Business and Marketing Analysts,Infosys,Markham,ON,103042.0,103042.0,103042.0,1,0,1,1,0
Database Analysts,INNTECH FUTURE INC.,Beaumont,AB,87360.0,87360.0,87360.0,1,1,0,0,0
Business Systems Analysts,Altec Global Capital Inc.,North York,ON,93600.0,93600.0,93600.0,0,1,0,0,0
Business and Technical Analysts,Tekshapers Inc,Mississauga,ON,93600.0,93600.0,93600.0,1,1,0,0,0
Financial and Operational Analysts,WestJet,Remote,Undef,50000.0,76458.0,63229.0,0,0,0,0,0
Business Systems Analysts,WA Health,Hamilton,ON,60000.0,80000.0,70000.0,1,0,1,0,0
Business and Marketing Analysts,University of Alberta,Edmonton,AB,64618.31,90053.44,77335.875,0,0,0,0,0
Financial and Operational Analysts,Portage Mutual Insurance,Portage la Prairie,MB,50000.0,76458.0,63229.0,1,0,0,0,0
Senior Data Analysts,Birchwood,Winnipeg,MB,30240.56,57200.0,43720.28,1,0,1,1,0
Senior Business Analysts,Dentsu Media,Toronto,ON,45000.0,60000.0,52500.0,0,0,1,0,0
Senior Business Analysts,TD Bank,Toronto,ON,66000.0,84500.0,75250.0,1,1,1,1,0
Database Analysts,NRIT Consulting,Calgary,AB,89440.0,89440.0,89440.0,0,0,0,0,0
Database Analysts,Rish Consulting,Calgary,AB,89440.0,89440.0,89440.0,0,0,0,0,0
Business Systems Analysts,Tenaquip Limitee,Remote in Senneville,QC,85816.8,91520.0,88668.4,1,0,0,1,0
Senior Business Intelligence Analysts,Financial Services Regulatory Authority of Ontario...,Toronto,ON,30240.56,57200.0,43720.28,0,0,1,0,0
Business and Marketing Analysts,Cargojet Airways LTD.,Mississauga,ON,65000.0,87000.0,76000.0,0,0,1,0,0
Senior Data Analysts,Allied,Toronto,ON,69000.0,86000.0,77500.0,0,0,1,0,0
Senior Supply Chain Data Analysts,Mastercard,Toronto,ON,68500.0,87000.0,77750.0,1,0,1,1,0
Business and Technical Analysts,Vancouver Coastal Health,Vancouver,BC,60964.8,80017.59999999999,70491.2,0,0,1,0,0
Business Systems Analysts,TransLink,Metro Vancouver Regional District,BC,30240.56,57200.0,43720.28,1,0,0,0,0
Senior Data Analysts,Air Transat,Dorval,QC,69000.0,86000.0,77500.0,0,0,1,0,0
Senior Business Analysts,eHealth Saskatchewan,Remote,Undef,88171.2,107286.4,97728.8,0,0,0,0,0
Systems and Data Analysts,Corporation of the City of Thunder Bay,Thunder Bay,ON,79786.18,93866.14,86826.16,0,0,1,0,0
Business Systems Analysts,AstraNorth,Toronto,ON,85816.8,91520.0,88668.4,1,0,0,0,0
Business Systems Analysts,Edgerise Consulting INC.,Kitchener,ON,83200.0,93600.0,88400.0,0,0,0,0,0
Senior Business Analysts,Aviva,Markham,ON,66000.0,84500.0,75250.0,0,1,0,0,0
Business Systems Analysts,Organigram INC,Toronto,ON,85816.8,91520.0,88668.4,1,0,0,1,0
Senior Business Analysts,GLENTEL,Burnaby,BC,60000.0,70000.0,65000.0,1,1,1,0,0
Database Analysts,Aarorn Technologies Inc.,Guelph,ON,87360.0,87360.0,87360.0,1,1,0,0,0
Business and Technical Analysts,Johnston Group,Winnipeg,MB,30240.56,57200.0,43720.28,1,1,1,0,0
Business and Technical Analysts,Foilcon,Toronto,ON,64123.59,86600.0,75361.795,0,1,0,0,0
Financial and Operational Analysts,Nature Fresh Farms Inc,Leamington,ON,50000.0,76458.0,63229.0,0,0,0,0,0
Database Analysts,Government of Alberta,Edmonton,AB,30240.56,57200.0,43720.28,0,1,0,0,0
Senior Business Intelligence Analysts,Ministry of Education,Toronto,ON,71563.0,100052.0,85807.5,0,0,0,0,0
Senior Supply Chain Data Analysts,Big Time Tickets Inc,Toronto,ON,100000.0,110000.0,105000.0,0,0,1,0,0
Business and Technical Analysts,World Anti-Doping Agency,MontrÃƒÂ©al,QC,64123.59,86600.0,75361.795,1,1,0,1,0
Senior Business Analysts,Knix,Toronto,ON,66000.0,84500.0,75250.0,1,1,1,0,0
Business and Technical Analysts,Plusgrade,Toronto,ON,64123.59,86600.0,75361.795,1,1,1,1,0
Senior Business Intelligence Analysts,Sun Life,Waterloo,ON,43200.0,70800.0,57000.0,0,0,1,1,0
Senior Supply Chain Data Analysts,Big Time Tickets Inc,Hamilton,ON,100000.0,110000.0,105000.0,0,0,1,0,0
Business and Marketing Analysts,BMO Financial Group,MontrÃƒÂ©al,QC,54500.0,101500.0,78000.0,0,0,0,0,0
Business Systems Analysts,Moerai Soultions,Mississauga,ON,85816.8,91520.0,88668.4,0,0,1,0,0
Senior Business Intelligence Analysts,ATB Financial,Calgary,AB,68000.0,88300.0,78150.0,0,0,0,0,0
Database Analysts,County of Grande Prairie No. 1,Clairmont,AB,94515.2,111196.8,102856.0,1,1,0,0,0
Senior Business Intelligence Analysts,Sun Life,MontrÃƒÂ©al,QC,43200.0,70800.0,57000.0,0,0,1,1,0
Senior Supply Chain Data Analysts,Mimigo Canada,Markham,ON,68500.0,87000.0,77750.0,1,1,0,0,0
Business and Marketing Analysts,Windsor Essex Community Housing Corporation,Windsor,ON,57200.0,78000.0,67600.0,1,0,1,0,0
Systems and Data Analysts,Athabasca University,Remote in Athabasca,AB,67450.89,97437.66,82444.275,0,0,0,1,0
Senior Business Intelligence Analysts,The Mosaic Company,Barrie,ON,68000.0,88300.0,78150.0,0,0,1,0,0
Senior Business Analysts,Alberta Pensions Services Corporation (APS),Edmonton,AB,77335.0,113793.0,95564.0,0,0,0,0,0
Senior Business Analysts,Mariner Innovations,Halifax,NS,66000.0,84500.0,75250.0,0,0,0,0,0
Business and Marketing Analysts,Infosys,Calgary,AB,92701.0,107185.0,99943.0,1,0,1,1,0
Business Systems Analysts,City of Edmonton,Edmonton,AB,85633.6,106995.2,96314.4,0,0,1,0,0
Business Systems Analysts,Speerville Flour Mill Inc,Speerville,NB,51332.28,109672.13,80502.205,1,1,0,1,0
Business Systems Analysts,ACCELARIS GROUP INC,Mississauga,ON,91520.0,91520.0,91520.0,0,0,0,0,0
Senior Supply Chain Data Analysts,Government of Alberta,Edmonton,AB,30240.56,57200.0,43720.28,0,0,0,0,0
Business Systems Analysts,MGK INFO TECH INC,Hamilton,ON,95680.0,95680.0,95680.0,0,0,0,0,0
Business and Technical Analysts,Halton District School Board,Burlington,ON,30240.56,86424.0,58332.28,0,0,1,0,0
Financial and Operational Analysts,Alliance Door Products,Edmonton,AB,50000.0,76458.0,63229.0,0,0,1,0,0
Senior Supply Chain Data Analysts,Government of Alberta,St. Albert,AB,59713.0,89212.0,74462.5,1,0,0,0,0
Business and Technical Analysts,Government of Alberta,Edmonton,AB,68049.0,87547.0,77798.0,0,0,1,0,0
Business and Technical Analysts,EllisDon Corporation,Mississauga,ON,64123.59,86600.0,75361.795,0,0,1,0,0
Senior Supply Chain Data Analysts,Transatlantic Business Consulting Inc.,Ottawa,ON,137280.0,180000.0,158640.0,0,0,0,0,0
Business and Technical Analysts,Atlantis IT group,Markham,ON,64123.59,86600.0,75361.795,1,1,0,0,0
Senior Supply Chain Data Analysts,Rogers Communications,Brampton,ON,68500.0,87000.0,77750.0,0,0,1,0,0
Senior Business Intelligence Analysts,Bombardier,Dorval,QC,68000.0,88300.0,78150.0,0,0,0,0,0
Senior Business Intelligence Analysts,Questrade Financial Group,Toronto,ON,68000.0,88300.0,78150.0,1,1,0,0,0
Financial and Operational Analysts,Alliance Door Products,St. Thomas,ON,50000.0,76458.0,63229.0,0,0,1,0,0
Business and Marketing Analysts,Clairvest,Toronto,ON,30240.56,57200.0,43720.28,0,0,1,0,0
Business and Marketing Analysts,Softline Technology,Toronto,ON,65000.0,87000.0,76000.0,0,0,0,0,0
Business Systems Analysts,Dawson Group,Kamloops,BC,65000.0,78000.0,71500.0,0,1,1,1,0
Business Systems Analysts,CIBC,Toronto,ON,85816.8,91520.0,88668.4,0,0,0,0,0
Business Systems Analysts,FirstOntario Credit Union,St. Catharines,ON,30240.56,57200.0,43720.28,0,0,0,0,0
Senior Business Intelligence Analysts,City of Calgary,Calgary,AB,85862.40000000001,114774.4,100318.4,0,0,1,0,0
Senior Supply Chain Data Analysts,TD Bank,West,ON,68500.0,87000.0,77750.0,0,0,0,0,0
Senior Business Analysts,MUFG Investor Services,Halifax,NS,66000.0,84500.0,75250.0,0,0,1,0,0
Business and Technical Analysts,Ungava Tulattavik Health Center,Quebec City,QC,104755.0,180000.0,142377.5,0,0,0,0,0
Senior Business Intelligence Analysts,Edgecom Energy,North York,ON,55000.0,58000.0,56500.0,0,0,0,0,0
Business and Marketing Analysts,BMO Financial Group,Laval,QC,54500.0,101500.0,78000.0,0,0,0,0,0
Senior Supply Chain Data Analysts,CGI,Toronto,ON,68500.0,87000.0,77750.0,0,0,0,0,0
Financial and Operational Analysts,Royal Bank of Canada,Vancouver,BC,30240.56,80000.0,55120.28,0,0,1,0,0
Senior Business Analysts,MUFG Investor Services,Toronto,ON,66000.0,84500.0,75250.0,0,0,1,0,0
Business and Marketing Analysts,Oppein Cabinetry,Etobicoke,ON,65000.0,87000.0,76000.0,0,0,0,0,0
Senior Business Analysts,Chemtrade,Toronto,ON,59000.0,70000.0,64500.0,0,0,1,0,0
Senior Supply Chain Data Analysts,Loblaw Companies Limited,Toronto,ON,68500.0,87000.0,77750.0,0,0,1,0,0
Senior Business Analysts,New Path Youth and Family Services,Barrie,ON,41620.8,57200.0,49410.4,0,0,1,0,0
Business and Technical Analysts,Western Energy Services,Calgary,AB,30240.56,57200.0,43720.28,0,0,1,0,0
Financial and Operational Analysts,City of Brampton,Brampton,ON,86091.0,96853.0,91472.0,0,0,0,0,0
Senior Business Intelligence Analysts,MEG Energy,Calgary,AB,68000.0,88300.0,78150.0,0,0,1,0,0
Senior Business Analysts,LifeWorks,Toronto,ON,30240.56,57200.0,43720.28,0,0,0,0,0
Senior Supply Chain Data Analysts,DarkVision,Vancouver,BC,62400.0,79040.0,70720.0,0,0,0,0,0
Systems and Data Analysts,SAIT,Calgary,AB,70000.0,82000.0,76000.0,1,0,0,1,0
Senior Business Intelligence Analysts,Exadel Inc,Toronto,ON,68000.0,88300.0,78150.0,0,0,0,0,0
Systems and Data Analysts,Riverside Natural Foods Ltd.,Toronto,ON,76000.0,89440.0,82720.0,0,0,0,0,0
Senior Business Intelligence Analysts,BC Assessment,Victoria,BC,65466.34,76927.3,71196.82,0,0,0,0,0
Senior Supply Chain Data Analysts,Superior Propane Careers,Calgary,AB,68500.0,87000.0,77750.0,1,0,1,0,0
Senior Business Analysts,NORSAT INTERNATIONAL INC,Richmond,BC,38000.0,57200.0,47600.0,1,0,1,0,0
Senior Supply Chain Data Analysts,Lantic Inc.,Vancouver,BC,68500.0,87000.0,77750.0,0,0,0,1,0
Business and Technical Analysts,Independent Electricity System Operator (IESO),Mississauga,ON,64123.59,86600.0,75361.795,0,0,0,0,0
Senior Business Intelligence Analysts,BGIS,Markham,ON,68000.0,88300.0,78150.0,0,0,0,0,0
Financial and Operational Analysts,Pival,Kirkland,QC,50000.0,76458.0,63229.0,0,0,1,0,0
Senior Supply Chain Data Analysts,University of British Columbia,Vancouver,BC,30240.56,57200.0,43720.28,1,0,0,0,0
Senior Supply Chain Data Analysts,CBC/Radio-Canada,Remote in Ottawa,ON,68500.0,87000.0,77750.0,0,0,0,0,0
Senior Supply Chain Data Analysts,Alberta Energy Regulator,Calgary,AB,74242.0,92803.0,83522.5,0,0,0,0,0
Senior Business Analysts,Spark Power,Oakville,ON,66000.0,84500.0,75250.0,0,0,0,0,0
Senior Supply Chain Data Analysts,WSP,MontrÃƒÂ©al,QC,68500.0,87000.0,77750.0,0,0,1,0,0
Senior Supply Chain Data Analysts,Securian Canada,Toronto,ON,30240.56,57200.0,43720.28,0,0,1,0,0
Business Systems Analysts,PCL Construction,Edmonton,AB,85816.8,91520.0,88668.4,0,0,0,0,0
Senior Business Intelligence Analysts,OSL Retail Services Inc,MontrÃƒÂ©al,QC,95000.0,105000.0,100000.0,0,0,1,0,0
Business Systems Analysts,Blend Technologies Ltd.,Calgary,AB,98176.0,98176.0,98176.0,0,0,0,0,0
Business and Technical Analysts,Riverside Natural Foods Ltd.,Toronto,ON,64123.59,86600.0,75361.795,0,0,0,0,0
Business and Technical Analysts,Plusgrade,MontrÃƒÂ©al,QC,64123.59,86600.0,75361.795,1,1,1,1,0
Senior Business Analysts,Royal Bank of Canada,Toronto,ON,66000.0,84500.0,75250.0,1,0,1,0,0
Senior Business Intelligence Analysts,Province of Nova Scotia,Halifax,NS,30240.56,57200.0,43720.28,0,0,0,0,0
Senior Supply Chain Data Analysts,Specialty Health Network Inc.,Mississauga,ON,68500.0,87000.0,77750.0,0,0,1,0,0
Business and Technical Analysts,Business Development Bank of Canada,MontrÃƒÂ©al,QC,30240.56,57200.0,43720.28,0,0,0,0,0
Business Systems Analysts,TV2 Consulting,Saint John,NB,85816.8,91520.0,88668.4,0,0,0,0,0
Senior Business Analysts,Royal Bank of Canada,Halifax,NS,66000.0,84500.0,75250.0,1,1,1,0,0
Senior Supply Chain Data Analysts,AltaLink,Calgary,AB,71000.0,94000.0,82500.0,0,0,1,0,0
Senior Supply Chain Data Analysts,GoAutomate,Etobicoke,ON,35000.0,84000.0,59500.0,0,0,0,0,0
Business and Marketing Analysts,Nature Fresh Farms Inc,Leamington,ON,65000.0,87000.0,76000.0,0,0,1,0,0
Financial and Operational Analysts,Weir Group,Surrey,BC,90000.0,100000.0,95000.0,0,0,1,0,0
Senior Business Intelligence Analysts,Interior Health Authority,Kelowna,BC,79601.6,109470.4,94536.0,0,0,0,0,0
Senior Supply Chain Data Analysts,CBC/Radio-Canada,MontrÃƒÂ©al,QC,68500.0,87000.0,77750.0,0,0,0,0,0
Business Systems Analysts,Renteknik Group Inc.,Burlington,ON,137280.0,66664.0,101972.0,0,0,1,0,0
Senior Business Intelligence Analysts,"CMEC Council Of Ministers of Education, Canada",Toronto,ON,64513.0,90181.0,77347.0,0,0,0,0,0
Financial and Operational Analysts,Peterborough Regional Health Centre,Peterborough,ON,78478.4,98092.8,88285.59999999999,0,0,1,0,0
Business and Technical Analysts,Pratt & Whitney,Longueuil,QC,64123.59,86600.0,75361.795,0,0,0,0,0
Business and Marketing Analysts,Ebury,Toronto,ON,65000.0,87000.0,76000.0,0,0,1,0,0
Senior Supply Chain Data Analysts,Definity Financial Corporation,Waterloo,ON,69800.0,140400.0,105100.0,0,0,1,0,0
Business Systems Analysts,Web Infomatic Services Ltd,Calgary,AB,98176.0,98176.0,98176.0,0,0,0,0,0
Financial and Operational Analysts,Niche Bakers Corp,Etobicoke,ON,50000.0,76458.0,63229.0,0,0,1,0,0
Business and Marketing Analysts,Reckitt,Toronto,ON,30240.56,57200.0,43720.28,0,0,0,0,0
Senior Business Analysts,BMO Financial Group,MontrÃƒÂ©al,QC,44500.0,82500.0,63500.0,0,0,0,0,0
Business and Technical Analysts,Airmedic,Longueuil,QC,64123.59,86600.0,75361.795,1,0,0,0,0
Business and Technical Analysts,Barrantes & Associates Inc.,Guelph,ON,70000.0,75000.0,72500.0,0,0,0,0,0
Senior Business Intelligence Analysts,EY,Toronto,ON,68000.0,88300.0,78150.0,0,0,1,0,0
Senior Supply Chain Data Analysts,CCM Hockey,MontrÃƒÂ©al,QC,68500.0,87000.0,77750.0,0,0,0,0,0
Senior Supply Chain Data Analysts,CCM Hockey,Saint-Jean-sur-Richelieu,QC,68500.0,87000.0,77750.0,0,0,0,0,0
Financial and Operational Analysts,Definity Financial Corporation,Toronto,ON,52300.0,103300.0,77800.0,0,1,1,0,0
Senior Supply Chain Data Analysts,Riverside Natural Foods Ltd.,Toronto,ON,68500.0,87000.0,77750.0,0,0,0,0,0
Senior Business Analysts,North American Construction Group Inc.,Acheson,AB,30240.56,57200.0,43720.28,0,0,1,0,0
Senior Supply Chain Data Analysts,Definity Financial Corporation,Toronto,ON,59400.0,118100.0,88750.0,0,1,1,0,0
Senior Business Intelligence Analysts,Saint Laurent Consulting,Remote,Undef,68000.0,88300.0,78150.0,0,0,1,0,0
Senior Supply Chain Data Analysts,Function Health,Remote,Undef,68500.0,87000.0,77750.0,1,1,1,1,0
Systems and Data Analysts,CNSC/CCSN,Ottawa,ON,76000.0,89440.0,82720.0,0,0,0,0,0
Senior Data Analysts,Cabela's,Winnipeg,MB,58000.0,58000.0,58000.0,1,1,1,0,0
Senior Data Analysts,Value Partners Investments,Winnipeg,MB,30240.56,57200.0,43720.28,1,1,0,1,0
Senior Business Analysts,Vancouver Whitecaps FC,Vancouver,BC,70000.0,80000.0,75000.0,1,0,1,1,0
Senior Data Analysts,Canadian Tire Corporation,Oakville,ON,30240.56,57200.0,43720.28,1,1,0,0,0
Systems and Data Analysts,Island Health,Victoria,BC,94931.2,136448.0,115689.6,1,0,0,0,0
Business and Marketing Analysts,The Minto Group,Ottawa,ON,65000.0,87000.0,76000.0,1,0,1,0,0
Senior Business Intelligence Analysts,ServiceTitan,Remote,Undef,30240.56,102000.0,66120.28,1,0,1,1,0
Senior Business Analysts,Ontario Securities Commission,Toronto,ON,66000.0,84500.0,75250.0,1,1,0,1,0
Business and Marketing Analysts,Porter Airlines Inc.,Toronto,ON,65000.0,87000.0,76000.0,0,0,1,0,0
Systems and Data Analysts,Systematic Squad Inc.,Calgary,AB,62400.0,62400.0,62400.0,0,0,0,0,0
Business Systems Analysts,Delbridge Solutions Inc.,Concord,ON,85816.8,91520.0,88668.4,1,0,0,0,0
Senior Business Intelligence Analysts,Sun Life,North York,ON,54300.0,88300.0,71300.0,1,0,0,1,0
Senior Business Intelligence Analysts,Aviva,Markham,ON,68000.0,88300.0,78150.0,0,0,1,0,0
Senior Supply Chain Data Analysts,Scotiabank,Toronto,ON,68500.0,87000.0,77750.0,0,0,0,0,0
Financial and Operational Analysts,Klick Health,Toronto,ON,50000.0,76458.0,63229.0,1,0,0,1,0
Business and Technical Analysts,Ledcor,Calgary,AB,64123.59,86600.0,75361.795,0,0,1,0,0
Business and Technical Analysts,Ledcor,Edmonton,AB,64123.59,86600.0,75361.795,0,0,1,0,0
Senior Business Intelligence Analysts,Vault Credit Corporation,Toronto,ON,68000.0,88300.0,78150.0,0,0,0,0,0
Senior Business Intelligence Analysts,City of Windsor,Windsor,ON,108000.0,118000.0,113000.0,1,1,0,0,0
Senior Supply Chain Data Analysts,Electronic Arts,Vancouver,BC,89300.0,123000.0,106150.0,1,0,0,1,0
Business and Marketing Analysts,MGIS,Ottawa,ON,65000.0,87000.0,76000.0,0,0,0,0,0
Business and Technical Analysts,Ledcor,Vancouver,BC,64123.59,86600.0,75361.795,0,0,1,0,0
Senior Business Analysts,City of Toronto,Toronto,ON,90646.4,99320.0,94983.2,0,0,1,0,0
Financial and Operational Analysts,Circle K,Toronto,ON,50000.0,76458.0,63229.0,0,0,1,0,0
Financial and Operational Analysts,goeasy,Mississauga,ON,50000.0,76458.0,63229.0,1,0,0,0,0
Senior Data Analysts,Porter Airlines Inc.,Toronto,ON,69000.0,86000.0,77500.0,0,0,1,1,0
Systems and Data Analysts,CAA Club Group,Thornhill,ON,76000.0,89440.0,82720.0,1,0,1,0,0
Financial and Operational Analysts,"Connor, Clark & Lunn Financial Group",Vancouver,BC,90000.0,180000.0,135000.0,0,0,1,0,0
Business and Marketing Analysts,Energy Safety Canada,Calgary,AB,65000.0,87000.0,76000.0,0,0,0,0,0
