job_id,job_title,company_name,language_and_tools,job_salary,city,province,job_link,salary_min,salary_max,salary_mid,sql,python,excel,tableau,power_bi
job_9116bf68b2dd2100,"Analyst, Local Sales Pricing",SYSCO FOOD SERVICES,"Maple, Excel, Sql","45,016Ã¢â‚¬â€œ$93,603 a year, 45,016-$93 , 603, more than $68 billion USD .",Remote in Mississauga,ON,https://ca.indeed.com/rc/clk?jk=9116bf68b2dd2100&bb=fnmNgvc_tBvp7RPL751dqpkJNKj8fOgfPFbX6eKyih971VdKqjUM9LDI5iMunV0W2RFgKzAp53KjX82yLhceIrunry-Uk-KYSEj9GcS-gAif2Cqec0zTefoCgMSuChuw&xkcb=SoDO67M39Kh5aBSD4Z0LbzkdCdPP&fccid=053befe8409ab9e4&vjs=3,45016.0,93.0,22554.5,1,0,1,0,0
job_fea1b3dc041ee9d3,Blue Box Analyst,Canadian Tire Corporation,"Power Bi, Excel, Sql","5,000 per year",Toronto,ON,https://ca.indeed.com/rc/clk?jk=fea1b3dc041ee9d3&bb=fnmNgvc_tBvp7RPL751dqtfPV883t1nlpmruG8wlwVoOoswxgdq4gugSKRMcSA1VZLWCdtQQNMDfXNd8_sCZ5Eq4ZEsJ51uH7Qs-6XKOjE9oM20pf7hW02faqoun6kvn&xkcb=SoB667M39Kh5aBSD4Z0KbzkdCdPP&fccid=2e16043297423070&vjs=3,5000.0,5000.0,5000.0,1,0,1,0,1
job_568ce6a8613df988,"Business Analyst Student, Courier Operations (12 months) - Fall 2024",Canadian Tire Corporation,"Tableau, Sql, Excel, Power Bi, Python","5,000 per year",Mississauga,ON,https://ca.indeed.com/rc/clk?jk=568ce6a8613df988&bb=fnmNgvc_tBvp7RPL751dqnJm6XE7FG8fnWgo_Dbs1ATccvo--qzyJeH7TtxQ-0i7b8NLbvc8Zn47aK56CfHOq-mZzR6o7wGxKuGsDIj7rbj_O0zGWYYHK3YtJOJF4wiR&xkcb=SoDn67M39Kh5aBSD4Z0JbzkdCdPP&fccid=2e16043297423070&vjs=3,5000.0,5000.0,5000.0,1,1,1,1,1
job_5de9858a89605819,"Analyst, Local Sales Pricing",SYSCO FOOD SERVICES,"Maple, Excel, Sql","45,016Ã¢â‚¬â€œ$93,603 a year, 45,016-$93 , 603, more than $68 billion USD .",Remote in Winnipeg,MB,https://ca.indeed.com/rc/clk?jk=5de9858a89605819&bb=fnmNgvc_tBvp7RPL751dqqCsa_UGqy-6gEGOArKqBmAiQgxEzmy3Nm3mCxDzZPgIRbKv-RqxzRCntWLjblo3KNzue138NLrcLsiyKAGskfxrNAoxJ9qSvotwwpmsdcEq&xkcb=SoBT67M39Kh5aBSD4Z0IbzkdCdPP&fccid=053befe8409ab9e4&vjs=3,45016.0,93.0,22554.5,1,0,1,0,0
job_b01cae5dd982ad2e,"Analyst, Global Investment Banking, Global Diversified Industries",CIBC,Excel,,Toronto,ON,https://ca.indeed.com/rc/clk?jk=b01cae5dd982ad2e&bb=fnmNgvc_tBvp7RPL751dqr7LR4cAeqLhgR7MHPQBKn4eTKKD__CtSBpyrVW21otTRsYLFcNiBN6ThIpgZMTDq2FN7EuMm3OVETlYJgrLNYMQfthEBGRmIg%3D%3D&xkcb=SoDd67M39Kh5aBSD4Z0PbzkdCdPP&fccid=f99648405c7e9e3a&vjs=3,,,,0,0,1,0,0
job_11cdce05d3a29dac,"Analyst, Local Sales Pricing",SYSCO FOOD SERVICES,"Maple, Excel, Sql","45,016Ã¢â‚¬â€œ$93,603 a year, 45,016-$93 , 603, more than $68 billion USD .",Remote in Regina,SK,https://ca.indeed.com/rc/clk?jk=11cdce05d3a29dac&bb=fnmNgvc_tBvp7RPL751dqgQN0ovJQpd8GHxcUITY82sfB-Uk7PLm-0Cw1ncvHpyX3n--o8KoiuKN38eH3t32aMWcH4EU1-tG5zdtWecA2C2k7z5CYf5SvovjDtEWTwrV&xkcb=SoBp67M39Kh5aBSD4Z0ObzkdCdPP&fccid=053befe8409ab9e4&vjs=3,45016.0,93.0,22554.5,1,0,1,0,0
job_8a859d726d095ada,Business Intelligence Consulting Associate - Summer 2025,RSM US LLP,"Sql, Database, Excel, SQL, Html, Database","63,800Ã¢â‚¬â€œ$76,125 a year, $63,800 - $76,125 Individuals selected for",Vancouver,BC,https://ca.indeed.com/rc/clk?jk=8a859d726d095ada&bb=fnmNgvc_tBvp7RPL751dqgyJer2pz5vPOxSnBY56E0bVRtnB3f6U-5wtuiaQ5gSO4WvNQKOkI1Bu7UrZN3OHLWIPpZGdZlNDC84RKYdQMzu-Hap97YcA1w%3D%3D&xkcb=SoD067M39Kh5aBSD4Z0NbzkdCdPP&fccid=198b7374e1f8a26f&vjs=3,63800.0,76125.0,69962.5,1,0,1,0,0
job_5c94258e23a07333,"Analyst, Local Sales Pricing",SYSCO FOOD SERVICES,"Maple, Excel, Sql","45,016Ã¢â‚¬â€œ$93,603 a year, 45,016-$93 , 603, more than $68 billion USD .",Remote in Victoria,BC,https://ca.indeed.com/rc/clk?jk=5c94258e23a07333&bb=fnmNgvc_tBvp7RPL751dqlHt_afFn9S9QtuHMRXnd98Jv8bD4DV2pE9mH4TpYWN04vroFb31MWJMTfylSCwLsUMUrfX-Khq2T2VhGB19qrqXXHbRQtOzIYnXtHOqIORz&xkcb=SoBA67M39Kh5aBSD4Z0MbzkdCdPP&fccid=053befe8409ab9e4&vjs=3,45016.0,93.0,22554.5,1,0,1,0,0
job_dc30c8e829807c0e,Programmer Analyst,University of British Columbia,"Sql, Database, Tableau, Database, Power BI, Ssrs, C#, Qlikview, Excel","6,747.50Ã¢â‚¬â€œ$9,701.42 a month, 6,747.50 - $, 9,701.42 CAD Monthly",Vancouver,BC,https://ca.indeed.com/rc/clk?jk=dc30c8e829807c0e&bb=fnmNgvc_tBvp7RPL751dqkwEvf8QiBYTUW_LLCuI_Nml7ialRvyGhgxTXyR1o5Uo124ZIUnYpPuitANO1lKf57Gd-oHo17MsUsd4ZxVPpSBxnuduUccNcw48q2ZyYiGm&xkcb=SoCp67M39Kh5aBSD4Z0DbzkdCdPP&fccid=462e6068c17c7702&vjs=3,50.0,9701.0,4875.5,1,0,1,1,1
job_901f21c93e466fb6,"Analyst, Local Sales Pricing",SYSCO FOOD SERVICES,"Maple, Excel, Sql","45,016Ã¢â‚¬â€œ$93,603 a year, 45,016-$93 , 603, more than $68 billion USD .",Remote in Port Coquitlam,BC,https://ca.indeed.com/rc/clk?jk=901f21c93e466fb6&bb=fnmNgvc_tBvp7RPL751dqgcer1XWRzvo-n-kuw5mBsYzoYDPkc9aysYG09ffDP_AAo-qIts4Mk5xKSeICzUmqpUAthEz3fSAYmFodNZYmeT5c2lANkcsy27FciEkUp47&xkcb=SoAd67M39Kh5aBSD4Z0CbzkdCdPP&fccid=053befe8409ab9e4&vjs=3,45016.0,93.0,22554.5,1,0,1,0,0
job_2b9eff9bea4f1c3f,"Analyst, Local Sales Pricing",SYSCO FOOD SERVICES,"Maple, Excel, Sql","45,016Ã¢â‚¬â€œ$93,603 a year, 45,016-$93 , 603, more than $68 billion USD .",Remote in Toronto,ON,https://ca.indeed.com/rc/clk?jk=2b9eff9bea4f1c3f&bb=fnmNgvc_tBvp7RPL751dqm_b4juI7y0Li_Af_76NYV-7w9NVsrWwIbhmxmfNxb-9Krk33_Ht6TrO2EsrWNj1wI39Gw3ELWoBKUMPdV37pMtoI_E4w824oHFqTdedCzEO&xkcb=SoCA67M39Kh5aBSD4Z0BbzkdCdPP&fccid=053befe8409ab9e4&vjs=3,45016.0,93.0,22554.5,1,0,1,0,0
job_2e95f62261ffa0c4,Servicing Analyst,BMO Financial Group,,"37,500Ã¢â‚¬â€œ$69,500 a year, 37,500.00 - $",Toronto,ON,https://ca.indeed.com/rc/clk?jk=2e95f62261ffa0c4&bb=fnmNgvc_tBvp7RPL751dqoSbtYdawUUyeUekbZb3Rv8YGg049m0seBOAVsMozQCR_jyio3qkBuwrvWKL4awoVzlo0rNYX0J3wwhMASgOPb4H9w7J3uFM9w%3D%3D&xkcb=SoA067M39Kh5aBSD4Z0AbzkdCdPP&fccid=3a429036b3725efa&vjs=3,37500.0,37500.0,37500.0,0,0,0,0,0
job_eda20dbfe9a62c4d,Financial Data Analyst and Report Developer,Stir Consulting Inc.,"Python, Vba, Sql","104,000 a year, 104,000 . Experience",MontrÃƒÂ©al,QC,https://ca.indeed.com/rc/clk?jk=eda20dbfe9a62c4d&bb=fnmNgvc_tBvp7RPL751dqjqq92gbVYsG6a4Z5o7dKhqjYmIjLzDK7hHnzk2abCxHSwt4Tc2_4r0HMjhRgohHfRqMOTn3X6rJkJnCQUzKHJbiPhQg0KMV4wmfNkx9BqQWhbUvCsoO__4%3D&xkcb=SoC667M39Kh5aBSD4Z0HbzkdCdPP&fccid=f02f54da59290562&vjs=3,104000.0,104000.0,104000.0,1,1,0,0,0
job_b9252537b18c559d,"Analyst, Local Sales Pricing",SYSCO FOOD SERVICES,"Maple, Excel, Sql","45,016Ã¢â‚¬â€œ$93,603 a year, 45,016-$93 , 603, more than $68 billion USD .",Remote in Thunder Bay,ON,https://ca.indeed.com/rc/clk?jk=b9252537b18c559d&bb=fnmNgvc_tBvp7RPL751dquGwNCbMy69KyTk2k4diGPIVax56t5PuUOaqCYRfe_Ca8t6yHBJefkmVooT_BxO7sFH_TPx0x4tsaQKr1Jg0fMr9WZoC4ZMjcjggRSxiz_nP&xkcb=SoAO67M39Kh5aBSD4Z0GbzkdCdPP&fccid=053befe8409ab9e4&vjs=3,45016.0,93.0,22554.5,1,0,1,0,0
job_a925ca7f8474725f,Senior QA Analyst,Viv Technologies Inc.,,,Remote in Toronto,ON,https://ca.indeed.com/rc/clk?jk=a925ca7f8474725f&bb=fnmNgvc_tBvp7RPL751dqj9BQR4nVGBk0CAB19T7-4GjybocKaQtwrzunMjC8fBYJVRfXMulykfRQg-QzzC4jvWIDzrTA42xnytWntLkuYlW8dd-_eZZON47dqTErd8e&xkcb=SoCT67M39Kh5aBSD4Z0FbzkdCdPP&fccid=5c63ddcc2c04bbdc&vjs=3,,,,0,0,0,0,0
job_9855e3c93a72006f,"Analyst, Local Sales Pricing",SYSCO FOOD SERVICES,"Maple, Excel, Sql","45,016Ã¢â‚¬â€œ$93,603 a year, 45,016-$93 , 603, more than $68 billion USD .",Remote in Calgary,AB,https://ca.indeed.com/rc/clk?jk=9855e3c93a72006f&bb=BGWBgCyPH8jF6RNsC0F3tv7TXCmz2GCT1L38c_vCTv7LEDmvqQ9uhXa0ae9LaiZ36ja52c4n33r5zlfIneT8JqptMok3k8YLSxmE1FueJ8o3mHll7mPYfOckuGnwFVhy&xkcb=SoAA67M39Kh5BNw9Xp0KbzkdCdPP&fccid=053befe8409ab9e4&vjs=3,45016.0,93.0,22554.5,1,0,1,0,0
job_7ef3e2ffd3b99a9a,IT Business Analyst - Regular Full-Time,District of Squamish,"C#, Database","42.18 an hour, 42.18 per hour, #24-104 Human Resources District of Squamish",Squamish,BC,https://ca.indeed.com/rc/clk?jk=7ef3e2ffd3b99a9a&bb=BGWBgCyPH8jF6RNsC0F3ttkhQbOqVBF2acvE12NSs9YuergL2sKapkeGtGFwVTN3i7BkvV7x4JzHwGQ1fVQFkuZ7dN_qP1Au7enJsJtKIFhIPoxCI4MvfxTFJQWH-w7v&xkcb=SoCd67M39Kh5BNw9Xp0JbzkdCdPP&fccid=3368b48d0e372d8a&vjs=3,24.0,104.0,64.0,0,0,0,0,0
job_9e2c45f90559906e,"Business Systems Analyst, Capital Markets Technology, Hybrid",Scotiabank,"Sql, Perl, Shell, Python, Html, Excel, Gap, Java",#ScotiaTechnology #CapitalmarketsTechnology Location(s ): Canada,Toronto,ON,https://ca.indeed.com/rc/clk?jk=9e2c45f90559906e&bb=BGWBgCyPH8jF6RNsC0F3tnpJYYGjbq-zwphP1-FSdUJIFgiOiliU4KD7Ot4gt7ipDHctONJoQahzWwKh8S5g2Al25vXegbVCSy3VMOmOZXpYvR3RjiiXLg%3D%3D&xkcb=SoAp67M39Kh5BNw9Xp0IbzkdCdPP&fccid=3002307a9e5b4706&vjs=3,,,,1,1,1,0,0
job_414f7af5b22d9dd5,"Analyst, Local Sales Pricing",SYSCO FOOD SERVICES,"Maple, Excel, Sql","45,016Ã¢â‚¬â€œ$93,603 a year, 45,016-$93 , 603, more than $68 billion USD .",Remote in Edmonton,AB,https://ca.indeed.com/rc/clk?jk=414f7af5b22d9dd5&bb=BGWBgCyPH8jF6RNsC0F3tvRxVSJgUk6ggu5yPKDD9LGkgHDZ4A0qvkdF6o2DRU8B1334rpYvbhoqLtDnDVfa6_ItcgfDtFdhE5V-ix6-oGQXdhVGSZD8eMwgEAMGRslf&xkcb=SoCn67M39Kh5BNw9Xp0PbzkdCdPP&fccid=053befe8409ab9e4&vjs=3,45016.0,93.0,22554.5,1,0,1,0,0
job_7f2afcf8bccf4626,"Business Analyst, ServiceNow, Scotiabank",Scotiabank,Database,,Toronto,ON,https://ca.indeed.com/rc/clk?jk=7f2afcf8bccf4626&bb=BGWBgCyPH8jF6RNsC0F3ttFlrnyX2iVvhWNRQ24eUpJ0EofX1fHnw5yvg7gDrPi21epEmvJrEIaKdBiPhSI9ST_IxklTYu0Rz4bGqS911igBBxi3WNVOAw%3D%3D&xkcb=SoAT67M39Kh5BNw9Xp0ObzkdCdPP&fccid=3002307a9e5b4706&vjs=3,,,,0,0,0,0,0
job_20ff0a143d6ab6b8,Customs Compliance Analyst,Panasonic Corporation,Excel,,Mississauga,ON,https://ca.indeed.com/rc/clk?jk=20ff0a143d6ab6b8&bb=BGWBgCyPH8jF6RNsC0F3trlOrTvh6zZleR7pze7JiZxNFBekC8noQMrRvGghHXodZcLvWFe-UNevyV-mDhNPbex_nrUriCGlisspl-_MiEkGaGeuXY0_2TG7trxTBwKTVX-7jd7NvN0%3D&xkcb=SoCO67M39Kh5BNw9Xp0NbzkdCdPP&fccid=1cd1990427c0d7e2&vjs=3,,,,0,0,1,0,0
job_0ed512853ca2db82,Business Analyst- Captial Markets @ Toronto - Hybrid - Fulltime,Atlantis IT group,,,Toronto,ON,https://ca.indeed.com/rc/clk?jk=0ed512853ca2db82&bb=BGWBgCyPH8jF6RNsC0F3tjHdFDmvgCSCKJw4NtNEbLc3UibtkkGtKsAWa0nKmD5vVyxcdZP4aMtaZejGeaImdLw7MSUpeZ00dNJKeZ1FeclL8l3xMTeJw0cKxgbWZH51&xkcb=SoA667M39Kh5BNw9Xp0MbzkdCdPP&fccid=2009855d38d34a84&vjs=3,,,,0,0,0,0,0
job_17563af5bb11bdb5,database analyst,TEI Web Solutions,Database,38Ã¢â‚¬â€œ$39 an hour,North Vancouver,BC,https://ca.indeed.com/rc/clk?jk=17563af5bb11bdb5&bb=BGWBgCyPH8jF6RNsC0F3tltWzApzbxfZgB81ctKHSlTwdHvYFmRkl8d2AzQfwMZIj2bXMCijGyEpvOa4VAKhcMuFDljMrhGtm8nDqJbyo0DGWjzyxT3u7A%3D%3D&xkcb=SoDT67M39Kh5BNw9Xp0DbzkdCdPP&fccid=c63e49746ece4c98&vjs=3,38.0,38.0,38.0,0,0,0,0,0
job_2717129975c74de9,"Senor. Analyst, People Process & Technology",Loblaw Companies Limited,,,Brampton,ON,https://ca.indeed.com/rc/clk?jk=2717129975c74de9&bb=BGWBgCyPH8jF6RNsC0F3ttjeMLGlB1w1iDYSl9zIImlle9QA366aOBYNe24imPiCtuuEPewEmlVdbi4kBKKRlxkQe3kJL8QLIj-0mPjqb02f9Y_os0gQ0cN9dvcBVjfR&xkcb=SoBn67M39Kh5BNw9Xp0CbzkdCdPP&fccid=bc30630cfcc120d4&vjs=3,,,,0,0,0,0,0
job_c746d3d2a3cf1591,Asset Investment Analyst,Toronto Hydro,"Database, Tableau, Sql, Alteryx, Python, R",,Toronto,ON,https://ca.indeed.com/rc/clk?jk=c746d3d2a3cf1591&bb=BGWBgCyPH8jF6RNsC0F3tl4h9rpdNoZzWLG0JTDe7QHgog9634Vb6MXt5FEHtRh2Ag3IpaBQzdHD5bddna4PuVtr6OpPDlPlSPNWj9Y6Nk1LZhuwz6BEiZt0iYiSqUvw&xkcb=SoD667M39Kh5BNw9Xp0BbzkdCdPP&fccid=3c8d88ba21d4badb&vjs=3,,,,1,1,0,1,0
job_2a7359e40a2b466c,"2024 Capital Markets, Global Credit, Fall Business Systems Analyst (4 Months)",Royal Bank of Canada,,,Toronto,ON,https://ca.indeed.com/rc/clk?jk=2a7359e40a2b466c&bb=BGWBgCyPH8jF6RNsC0F3toiBe3nPaO2HvpiftBuiXL-reBiM_5jt1x1dZHgIWmfnz5xlG7OX5nxel_FJXZtSupUI5TaF59IxM7q0APLC740T3T1fYB6www%3D%3D&xkcb=SoBO67M39Kh5BNw9Xp0AbzkdCdPP&fccid=537b899e30af3338&vjs=3,,,,0,0,0,0,0
job_8fbd28f942606ee4,Senior Allocations Analyst,Arc'teryx,Excel,"80,000Ã¢â‚¬â€œ$100,000 a year, 80,000 - $, 80,000 CAD -, 100,000 CAD at",North Vancouver,BC,https://ca.indeed.com/rc/clk?jk=8fbd28f942606ee4&bb=BGWBgCyPH8jF6RNsC0F3trXA2_yBQXOFyPm7hqk93cD8UjQXkSKBgcBMCmokeS6zZu23Iioi-EnieFrSeVwa_F8ntYAJxHm2YTYzARCmN6LRZsS--oHbp5e_o3qo1Gay&xkcb=SoDA67M39Kh5BNw9Xp0HbzkdCdPP&fccid=c899d1c8c8e6ff07&vjs=3,80000.0,80000.0,80000.0,0,0,1,0,0
job_26d3311a04d15e32,Functional Analyst,Desjardins,Sas,,MontrÃƒÂ©al,QC,https://ca.indeed.com/rc/clk?jk=26d3311a04d15e32&bb=BGWBgCyPH8jF6RNsC0F3tgG8bwSlDEJEdFnWal1c-d5KExxszsHP9X3XTNlthaf26KpIZRoKHGemtCfKWnc6hD_aUaJwND-FZlM-JXgux7FULQCiWlhHJ6dAz3OtqQyo&xkcb=SoB067M39Kh5BNw9Xp0GbzkdCdPP&fccid=d1e5df65baa8857f&vjs=3,,,,0,0,0,0,0
job_6ef398726b6faff8,Senior Business Analyst,Port of Vancouver,"Excel, Jira",,Vancouver,BC,https://ca.indeed.com/rc/clk?jk=6ef398726b6faff8&bb=BGWBgCyPH8jF6RNsC0F3tiXdlOhZG3HFCOzcBSqJ3TJ0BGNtg6tu-8WKMsRCm2ssONccTXzBUqF2xHqDXL5HRrRYCaUXeItKkXrOxIkuPvc-IKxWi4sSjyN2bSY3eWja&xkcb=SoDp67M39Kh5BNw9Xp0FbzkdCdPP&fccid=09b7985da509d389&vjs=3,,,,0,0,1,0,0
job_cda6b7b519628776,"Senior Analyst, Health Indicators and Client Support",Canadian Institute for Health Information,"Python, Vue, Sas, Python",,Toronto,ON,https://ca.indeed.com/rc/clk?jk=cda6b7b519628776&bb=MI7E0A8_bm_qrJRLR1fCWzN6pk615Du3HBTP4ME3PZzKU-eZSgQ0LA8ylW_iFrwpDPwopwebJNJaErJ--Bb6oRxsPuW8GTtUaq5QIBV6K7jDPGDLewBSMNtrzAPt55YP&xkcb=SoCw67M39Kh403SD4Z0JbzkdCdPP&fccid=b4d2996574efff71&vjs=3,,,,0,1,0,0,0
job_d358c7d490ea6834,"Technical Business Analyst, Capital Markets Technology with Credit Derivatives",Scotiabank,"Sql, Gap, Excel",,Toronto,ON,https://ca.indeed.com/rc/clk?jk=d358c7d490ea6834&bb=MI7E0A8_bm_qrJRLR1fCW1rEMlLB6PCjhAPQyywV124iFqJikHl6eWQ1kEvAzySrW1SurzVhU5Cx04-m8NETgiuXaD_yEfYwZ4_KyPBrB4TYHBHhNEQ5pw%3D%3D&xkcb=SoAE67M39Kh403SD4Z0IbzkdCdPP&fccid=3002307a9e5b4706&vjs=3,,,,1,0,1,0,0
job_0c273c59d2af6d8f,"Senior Business Analyst, GFT",Royal Bank of Canada,"Sql, Tableau, Excel, Gap, Snowflake, Teradata",LI - HYBRID,Vancouver,BC,https://ca.indeed.com/rc/clk?jk=0c273c59d2af6d8f&bb=MI7E0A8_bm_qrJRLR1fCW0Np6HYAx_gAKTz4Mgrf0ytbpWc2j2uCEDktkS4TtjV32g7Qn-0UMc31wZirhBu1ogSKXTr6IdR-h4KQ21B4iEwOEBHDvn9mGA%3D%3D&xkcb=SoCK67M39Kh403SD4Z0PbzkdCdPP&fccid=537b899e30af3338&vjs=3,,,,1,0,1,1,0
job_eefe89c2b01b9412,Senior Business Analyst - Supply Chain Optimization,Vancouver Fraser Port Authority,"Excel, Jira",,Vancouver,BC,https://ca.indeed.com/rc/clk?jk=eefe89c2b01b9412&bb=MI7E0A8_bm_qrJRLR1fCW8RjDiXH4vI9WqOFJRdGcW06rrxA7jtIpzH714eKAHvcTT-MUfdkmAaoAMCkldysOj8nJDW63vnimLrkGzc6qOE4SGhx1rqrTCJk5kNQwp2b&xkcb=SoA-67M39Kh403SD4Z0ObzkdCdPP&fccid=876726aa3c46e23a&vjs=3,,,,0,0,1,0,0
job_3c85944d42c109a8,Loyalty Campaign & Offer Analyst,Parkland Corporation,"Database, Tableau, Power BI, Sql, Excel, Python",,Calgary,AB,https://ca.indeed.com/rc/clk?jk=3c85944d42c109a8&bb=MI7E0A8_bm_qrJRLR1fCW3cYigyFrfuOltS5r4fzxqd4UJGs2ue2hR0gq5LAOcQGst0lxS5e7LocVG7v3QKPoN4RhVkxVHklHVG9ZS38ruOJNij5gF_lq7FJIYCQevNu&xkcb=SoCj67M39Kh403SD4Z0NbzkdCdPP&fccid=a93ac8ac5827e01f&vjs=3,,,,1,1,1,1,1
job_b6ba14652b17e75e,Pricing & Legal Project Management Analyst,Gowling WLG,"Power Bi, Excel, Database, Sql","$54,000 to $75,000 . Starting",Toronto,ON,https://ca.indeed.com/rc/clk?jk=b6ba14652b17e75e&bb=MI7E0A8_bm_qrJRLR1fCW2fL-_NCIroNbzs2iqSL2O0OCWzlS6Ezs2Kx6jDevNVcOGzw4AJp25FVlUlYHDUl5nqoAeYGUVjhW8gQzUVlArjdVtLyMZainFUTMjZ9nR2i&xkcb=SoAX67M39Kh403SD4Z0MbzkdCdPP&fccid=efc2213aea431503&vjs=3,54000.0,54000.0,54000.0,1,0,1,0,1
job_10bd3b7abee92b88,Claims Compliance Analyst -,Allstate,"Tableau, Excel",,Remote in South Dundas,ON,https://ca.indeed.com/rc/clk?jk=10bd3b7abee92b88&bb=MI7E0A8_bm_qrJRLR1fCWxHTFS99DxTzjgJOCq_xzAQMzX4PYuSu9ca-xmtkvQT-YsKByDhEgQ4LW9pBFhov3sHSsFmpJ56pm8N-CTP5c1mKrmDbXSx5WA%3D%3D&xkcb=SoD-67M39Kh403SD4Z0DbzkdCdPP&fccid=3a71a4d2f7990a25&vjs=3,,,,0,0,1,1,0
job_2554ae38ccb947dc,Pricing & Legal Project Management Analyst,Gowling WLG,"Power Bi, Excel, Database, Sql","$54,000 to $75,000 . Starting",Hamilton,ON,https://ca.indeed.com/rc/clk?jk=2554ae38ccb947dc&bb=MI7E0A8_bm_qrJRLR1fCW6y0YKHe0fpfArp2lhz-4uafhDkIjhllXv3t65GzvvzRWfdArhxqm-fVDRHvB3w-wRR1PFFC8zbzOTGi1N5Je0mRDl6ikiwhriyvI-Xt4TVH&xkcb=SoBK67M39Kh403SD4Z0CbzkdCdPP&fccid=efc2213aea431503&vjs=3,54000.0,54000.0,54000.0,1,0,1,0,1
job_f18eafda45dc003a,Business Analyst 7735-0214,Foilcon,"Sql, Gap, Power BI",,Toronto,ON,https://ca.indeed.com/rc/clk?jk=f18eafda45dc003a&bb=MI7E0A8_bm_qrJRLR1fCW7j_PiGt5UBoOsT4hv0mLzGZrOn9PQiplchfnh83og7DSSopc9QoGh831uQNxSMKIzpRTsyxnNXpS4dTmoK6izt941paT7tqWo2keNfcrm0f&xkcb=SoDX67M39Kh403SD4Z0BbzkdCdPP&fccid=3c390d82cd194f25&vjs=3,,,,1,0,0,0,1
job_9334de2d2604c21e,Pricing & Legal Project Management Analyst,Gowling WLG,"Power Bi, Excel, Database, Sql","$54,000 to $75,000 . Starting",Ottawa,ON,https://ca.indeed.com/rc/clk?jk=9334de2d2604c21e&bb=MI7E0A8_bm_qrJRLR1fCW_WOVJnCwQCE13fnap6V07LirJPTpnripF4EiIttPDxp2fpP38_LzMdboX4L0FQygT20-sS1S62MFzYJDLeEYwqN1mW38qX0ZOx8zrUttFUr&xkcb=SoBj67M39Kh403SD4Z0AbzkdCdPP&fccid=efc2213aea431503&vjs=3,54000.0,54000.0,54000.0,1,0,1,0,1
job_513e49dfeb926bea,Senior Business Intelligence Engineer (GCS),Royal Bank of Canada,"Python, Sql, Tableau, Jira, Html, Github, Powershell, Javascript",,Toronto,ON,https://ca.indeed.com/rc/clk?jk=513e49dfeb926bea&bb=MI7E0A8_bm_qrJRLR1fCW7XKjVlnffpMoQSdY9dZ72R1n63MfcIuP0GSFitRgelGgTkqKiYFuRICxx4syFJdzVDDKNPr2l2GeB1XjhPISA11H5HJcpHJpg%3D%3D&xkcb=SoDt67M39Kh403SD4Z0HbzkdCdPP&fccid=537b899e30af3338&vjs=3,,,,1,1,0,1,0
job_a3f499596492aae5,Pricing & Legal Project Management Analyst,Gowling WLG,"Power Bi, Excel, Database, Sql","$54,000 to $75,000 . Starting",Waterloo,ON,https://ca.indeed.com/rc/clk?jk=a3f499596492aae5&bb=MI7E0A8_bm_qrJRLR1fCW3NahkZIfy7aYb70Dd7ceYyfgB_7MWZBT3RRvPS5p_kNfNmzHDsSHg6ai81H0XsyYe1ex0Ae4nYLjX7FTihkrM-POWhTS9WVk6t1Dlsly_Wv&xkcb=SoBZ67M39Kh403SD4Z0GbzkdCdPP&fccid=efc2213aea431503&vjs=3,54000.0,54000.0,54000.0,1,0,1,0,1
job_e7845e64ee4eeb3a,Pricing & Legal Project Management Analyst,Gowling WLG,"Power Bi, Excel, Database, Sql","$54,000 to $75,000 . Starting",Calgary,AB,https://ca.indeed.com/rc/clk?jk=e7845e64ee4eeb3a&bb=MI7E0A8_bm_qrJRLR1fCW9ZMXy-20NERILjBVvf1kNL1-zU99AgGIc_6oU6mpv7NEVTdOgc7IjkgKvDFzs4oq28iII_vDm8oJaww3N7U4a7sbo2CidOY2DXagG2bRj9p&xkcb=SoDE67M39Kh403SD4Z0FbzkdCdPP&fccid=efc2213aea431503&vjs=3,54000.0,54000.0,54000.0,1,0,1,0,1
job_8d0bd793f155ab1c,Senior Actuarial Analyst,Northbridge Financial Corporation,C,,Toronto,ON,https://ca.indeed.com/rc/clk?jk=8d0bd793f155ab1c&bb=cnMz799l8rDQsMd1nXzjYghIYzdQEI3tgKSa3vRHdIYFVlxV9RQjP-PnShNQVzCTm8x-SmmIlHxEKDWQKPW94pExvqFOEtlPfDiZGjFr6-INiEZ5OCDPe3Rsi3-ow01S&xkcb=SoDK67M39Kh46pQ8FJ0LbzkdCdPP&fccid=cfaf7b3d4f299f3a&vjs=3,,,,0,0,0,0,0
job_93d3b9ae0c569eda,"Board and CEO Practice, Senior Business Analyst",Egon Zehnder,,,MontrÃƒÂ©al,QC,https://ca.indeed.com/rc/clk?jk=93d3b9ae0c569eda&bb=cnMz799l8rDQsMd1nXzjYg0uQ6xavn4j5PUjMotmzG8DvpmohWzIrmQhtovssCVFMAdDNVX7G0Sa4icLogGCoUuwRO3jM3n-nghnwlSqdBbuajhf7ltN8Z7V8NlmXI6v&xkcb=SoB-67M39Kh46pQ8FJ0KbzkdCdPP&fccid=a35bc1ed7a946ba3&vjs=3,,,,0,0,0,0,0
